source,text,reply_settings,lang,conversation_id,id,referenced_tweets,author_id,created_at,public_metrics,search_query,geo,in_reply_to_user_id
Twitter for iPhone,@someuser okee dus dat kan ook nog #wonderful,everyone,nl,266826546113806336,266828688983724032,"[{'type': 'replied_to', 'id': '266828541281320960'}]",141915302,2012-11-09T09:04:51.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,173112092
TweetDeck,RT @someuser Wat een supporters van Celtic! #wonderful,everyone,nl,266290875091546113,266290875091546113,"[{'type': 'retweeted', 'id': '266290695361413120'}]",301923028,2012-11-07T21:27:46.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Mobile Web,Wat een supporters van Celtic! #wonderful,everyone,nl,266290695361413120,266290695361413120,,294749637,2012-11-07T21:27:03.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,"In New York, en het sneeuwt! #wonderful",everyone,nl,266252170171666432,266252170171666432,,122440231,2012-11-07T18:53:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [-73.9779983, 40.6865211]}, 'place_id': '27485069891a7938'}",
Twitter for Websites,Smakelijk eten :D #sweet #lovely #wonderful http://someurl,everyone,nl,265617865946849282,265617865946849282,,612404388,2012-11-06T00:53:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,Flower Power - SNSD #wonderful,everyone,nl,264545607346176002,264545607346176002,,344549909,2012-11-03T01:52:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,"Kopenhagen, is dat een beetje een leuke stad, eigenlijk? #wonderful",everyone,nl,264238241295781888,264238241295781888,,29154635,2012-11-02T05:31:20.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,Voor de VIP bezoekers @someuser WinterFair 16 t/m 22 Nov. Jaarbeurs Utrecht: In de GoodieBag lekkere #Wonderful Pistachios Sweet Chili!,everyone,nl,263245666933960705,263245666933960705,,175713309,2012-10-30T11:47:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,RT @someuser geef me altijd weer een goed gevoel als @someuser met een cover of Original Song komt 精彩 #maravilloso #Wonderful,everyone,nl,261178706603679744,261178706603679744,"[{'type': 'retweeted', 'id': '261177435704401920'}]",144171819,2012-10-24T18:53:50.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,“@someuser geef me altijd weer een goed gevoel als @someuser met een cover of Original Song komt 精彩 #maravilloso #Wonderful”mij ook,everyone,nl,261178688815640576,261178688815640576,,144171819,2012-10-24T18:53:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,"{'coordinates': {'type': 'Point', 'coordinates': [5.07110982, 52.64308313]}, 'place_id': '36e6e67a7ce217d3'}",
Twitter Web Client,geef me altijd weer een goed gevoel als @someuser met een cover of Original Song komt 精彩 #maravilloso #Wonderful,everyone,nl,261177435704401920,261177435704401920,,94999188,2012-10-24T18:48:47.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#wonderful,,
Twitter for Android,"RT @someuser: inslaap vallen in de armen van je love, en zo ook weer wakker worden #wonderful",everyone,nl,259670221110013952,259670221110013952,"[{'type': 'retweeted', 'id': '259661578104864769'}]",106758165,2012-10-20T14:59:39.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetDeck,"inslaap vallen in de armen van je love, en zo ook weer wakker worden #wonderful",everyone,nl,259661578104864769,259661578104864769,,132968685,2012-10-20T14:25:19.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
UberSocial for BlackBerry,Et is gewoon super druk....#wonderful,everyone,nl,259226844459593728,259226844459593728,,284226433,2012-10-19T09:37:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,“@someuser #wonderful #feeling #I #Fucking #danced #on #this #ceiling #stayclassytattoo  http://someurl hahah je spoortnie ahha,everyone,nl,259039995938095104,259039995938095104,,155692771,2012-10-18T21:15:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Helen Green! 💕 @someuser #ladygaga #gaga #love #muchlove #paint #helengreen #hausofgaga #beatiful #wonderful http://someurl,everyone,nl,258081817519869952,258081817519869952,,157316810,2012-10-16T05:47:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
UberSocial for BlackBerry,RT @someuser K weet nog steeds nit wat k ga dragen...#wonderful,everyone,nl,257239422712557568,257239422712557568,,360208573,2012-10-13T22:00:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
UberSocial for BlackBerry,K weet nog steeds nit wat k ga dragen...#wonderful,everyone,nl,257237734370975744,257237734370975744,,284226433,2012-10-13T21:53:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,RT @someuser RT @someuser Nog geen van me boeken gekaft...en we zijn vergeten kafpapier te kopen...#wonderful x_x,everyone,nl,256204884561514496,256204884561514496,"[{'type': 'retweeted', 'id': '256204669423063041'}]",183842104,2012-10-11T01:29:39.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
UberSocial for BlackBerry,RT @someuser Nog geen van me boeken gekaft...en we zijn vergeten kafpapier te kopen...#wonderful x_x,everyone,nl,256204669423063041,256204669423063041,,274612864,2012-10-11T01:28:47.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
UberSocial for BlackBerry,Nog geen van me boeken gekaft...en we zijn vergeten kafpapier te kopen...#wonderful x_x,everyone,nl,256203896563855360,256203896563855360,,284226433,2012-10-11T01:25:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,Mijn moeder kan zo goed zingen eh..  #wonderful,everyone,nl,255741774612529152,255741774612529152,,242806097,2012-10-09T18:49:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,omg harrys ogen in zijn solo #wonderful,everyone,nl,254978973874941952,254978973874941952,,82639553,2012-10-07T16:18:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetDeck,Petekindje maakt 2 kleine broodjes voor me klaar terwijl ik aan t werken ben en ik moest t niet eens vragen! #wonderful,everyone,nl,254542634146754561,254542634146754561,,94992071,2012-10-06T11:24:27.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,@someuser Merci BEAUCOUP. Ik houd ook van jouw :D #WONDERFUL,everyone,nl,254330267207098368,254331735771344896,"[{'type': 'replied_to', 'id': '254330267207098368'}]",294038900,2012-10-05T21:26:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,740315881
Twitter for iPhone,Broken laptop #wonderful,everyone,nl,252592847553966080,252592847553966080,,395523734,2012-10-01T02:16:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,"Mijn week: alles gaat fout, niks lukt en alles doet pijn... #wonderful",everyone,nl,251407447019892736,251407447019892736,,75025409,2012-09-27T19:46:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Bag2 App,#Broadway Melody Ballet #Dig Dig Dig #Lucky Star #Good Morning #Wonderful http://someurl Gene Kelly,everyone,nl,250639352345022464,250639352345022464,,487350905,2012-09-25T16:54:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,Omw home from Avon Park. #wonderful,everyone,nl,249699848616562688,249699848616562688,,269544330,2012-09-23T02:40:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Bijnaaa draaien!! Spannend :-).. #wonderful #majestic http://someurl,everyone,nl,249612549513936896,249612549513936896,,55287912,2012-09-22T20:54:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for BlackBerry®,Thankgoditstheweekend!#wonderful,everyone,nl,249255708632166400,249255708632166400,,802549410,2012-09-21T21:16:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,Die ogen van @someuser !!!! Waaauuw!!! #wonderful,everyone,nl,249134383972380672,249134383972380672,,376412297,2012-09-21T13:14:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,VANS !!!!!!! #fantastic #me #boy #happy #iphone #vans #like4like #likeforlike #wonderful #cool #instancool # http://someurl,everyone,nl,247897300322627584,247897300322627584,,185755159,2012-09-18T03:18:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,en dan valt je hele laptop ook nog ens uit #wonderful,everyone,nl,247428300786507776,247428300786507776,,95445714,2012-09-16T20:14:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
twitterfeed,RT @someuser Beautyful #Barcelona ! #europe #city #instacool #instagood #iphone #instaphoto #cute #wonderful #in... http://someurl,everyone,nl,247383040958005248,247383040958005248,,490553705,2012-09-16T17:14:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Beautyful #Barcelona ! #europe #city #instacool #instagood #iphone #instaphoto #cute #wonderful #incredible  http://someurl,everyone,nl,247382865921323008,247382865921323008,,77292945,2012-09-16T17:14:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Open bar #wonderful,everyone,nl,247105502918615043,247105502918615043,,268837362,2012-09-15T22:51:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,Zonnebloem <3| #flower #follow #girl #shine #sweet #sun #summer #new #boy #beautiful #wonderful #miracle #yel http://someurl,everyone,nl,246629127434682369,246629127434682369,,21563572,2012-09-14T15:19:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for BlackBerry®,Morgen blijkbaar kusjes dag O_o #Wonderful,everyone,nl,246295167907282944,246295167907282944,,276530798,2012-09-13T17:11:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,Just finished reading #ThePerksofBeingAWallflower it was #Amazing and #Wonderful & askdkdicjsnsjckslfisjsjnd :D,everyone,nl,246282307479162880,246282307479162880,,273066818,2012-09-13T16:20:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Onze #PRdames zijn vandaag op stap om #Wonderful #Pistache-nootjes uit te delen bij mediaredacties in heel Nederland http://someurl,everyone,nl,246156359777804289,246156359777804289,,109263410,2012-09-13T08:00:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Mobile Web,RT @someuser @someuser @someuser @someuser @someuser @someuser @someuser #Wonderful #Kenya #Bless cheerz,everyone,nl,245779054991667200,245779054991667200,"[{'type': 'retweeted', 'id': '245770950589681664'}]",359909315,2012-09-12T07:01:07.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for BlackBerry®,@someuser @someuser @someuser @someuser @someuser @someuser #Wonderful #Kenya #Bless cheerz,everyone,nl,245742731815710720,245770950589681664,"[{'type': 'replied_to', 'id': '245742731815710720'}]",37043851,2012-09-12T06:28:55.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,359909315
gardentoolbox,#garden #nach concrete pig #ornamental concerte pig #wonderful smiling ornamental #pig concrete pig http://someurl Nach Concrete Pig,everyone,nl,245215829384376322,245215829384376322,,380799723,2012-09-10T17:43:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,@someuser  over mij #wonderful,everyone,nl,243432987692261376,243433258363269120,"[{'type': 'replied_to', 'id': '243432987692261376'}]",448053957,2012-09-05T19:39:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,554681565
Twitter Web Client,Carice van Houten - Emily luisteren!  #wonderful  http://someurl,everyone,nl,241481236927889408,241481236927889408,,26742659,2012-08-31T10:23:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,"@someuser daarrrrllliiinn, you tweet? #wonderful",everyone,nl,240881602123681792,240881602123681792,,490537259,2012-08-29T18:40:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,783033187
Twitter for iPad,Knee is swollen #wonderful,everyone,nl,240547697055105024,240547697055105024,,265776798,2012-08-28T20:33:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Vreselijk dit hahaha #mode #wonderful  http://someurl,everyone,nl,239382544183877632,239382544183877632,,249731942,2012-08-25T15:23:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,@someuser http://someurl zo kan het natuurlijk ook. #Wonderful Days,everyone,nl,238654737174638592,238654737174638592,,241622508,2012-08-23T15:11:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,24730134
Twitter for Android,Van Persie #wonderful http://someurl,everyone,nl,236731256996515842,236731256996515842,,97380119,2012-08-18T07:48:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#wonderful,,
UberSocial for BlackBerry,Wooii @someuser #Wonderful on radio 1,everyone,nl,236070656779902976,236070656779902976,,69864568,2012-08-16T12:03:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
UberSocial for BlackBerry,"Beats op , warm weer , zwembad , #wonderful",everyone,nl,234980465558290432,234980465558290432,,446126462,2012-08-13T11:51:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Op naar de famous closing remarks #Coe #Rogge #closingceremony #bestever? #fabulous? #wonderful?,everyone,nl,234781821454401536,234781821454401536,,133716632,2012-08-12T22:42:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetDeck,Afsluitceremonie #London2012 #Wonderful,everyone,nl,234758599652548608,234758599652548608,,308717055,2012-08-12T21:09:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetDeck,@someuser @someuser Dus morgen weer in respectievelijk @someuser of @someuser draaien? ;-) #Wonderful,everyone,nl,234722359888728065,234722653200592896,"[{'type': 'replied_to', 'id': '234722359888728065'}]",30062986,2012-08-12T18:46:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,6028822
Twitter Web Client,on va en Islande ? http://someurl #Wonderful,everyone,nl,234341507405082624,234341507405082624,,62003078,2012-08-11T17:32:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,Jaaaa! PakEensDeBus volgt mij op Twitter! #wonderful,everyone,nl,233501044812947457,233501044812947457,,63797410,2012-08-09T09:52:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
IFTTT,RT Wilmerpb: #beach #nature #paisaje #playa #nube #wonderful #yolo #venezuela  http://someurl,everyone,nl,233329001253449728,233329001253449728,,111498226,2012-08-08T22:29:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Echofon,t is weer tijd voor spullenmanagement. Rotzooi van 4 weken Vaals opruimen. En alles moet mee in de trein morgen... #wonderful,everyone,nl,233228102858309632,233228102858309632,,63797410,2012-08-08T15:48:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetDeck,"Ik kan dingen die niet lukken niet zo goed loslaten, gelukkig zijn daar dan opa en oom Arjan die zo even doen wat ons niet lukte #wonderful",everyone,nl,233221282538328064,233221282538328064,,288338449,2012-08-08T15:21:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,RT @someuser TEEN WOLF TEEN WOLF TEEN WOLF. #EPIC #WONDERFUL #FANGIRL,everyone,nl,232689947830804480,232689947830804480,"[{'type': 'retweeted', 'id': '232675799264800768'}]",318890097,2012-08-07T04:09:41.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,TEEN WOLF TEEN WOLF TEEN WOLF. #EPIC #WONDERFUL #FANGIRL,everyone,nl,232675799264800768,232675799264800768,,253576051,2012-08-07T03:13:28.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,@someuser hahaha! hidden talent of DE LEON #Swag #swagger #flexible #sexy #bridge #cutie #wonderful #bend #danc http://someurl,everyone,nl,231622542480269312,231622542480269312,,187767246,2012-08-04T05:28:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,157695197
Instagram,#travel #long #12hours #instapic #instagram #danhaag #wonderful #sunafterrain  @ JS Den Haag http://someurl,everyone,nl,231468921465761792,231468921465761792,,487523841,2012-08-03T19:17:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,@someuser Heerrreeee :D http://someurl @someuser #WONDERFUL <3,everyone,nl,230806727086452736,230806727086452736,,311039054,2012-08-01T23:26:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,635242336
Twitter for Android,Allen #Wonderful,everyone,nl,230747707524923392,230747707524923392,,203943781,2012-08-01T19:31:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetCaster for Android,@someuser hahahaha indd ik zag de foto #WONDERFUL!,everyone,nl,230358170135040001,230364838885462016,"[{'type': 'replied_to', 'id': '230364106593533953'}]",384762020,2012-07-31T18:10:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,76365356
Twitter Web Client,@someuser #hometown Veel plezier daar! #familyandfriends #wonderful life!,everyone,nl,229937782943010817,229938646181089281,"[{'type': 'replied_to', 'id': '229937782943010817'}]",141309239,2012-07-30T13:56:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,{'place_id': '8cb67e5457853086'},168668580
Twitter for Android,Tsjaa en dan word je verliefd... #wonderful <3,everyone,nl,229311320271507456,229311320271507456,,429942612,2012-07-28T20:24:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Mobile Web,De eerste 3ptn zijn al binnen! #malinwa #wonderful #kvmcha #kvmechelen,everyone,nl,229305189046304768,229305189046304768,,361147428,2012-07-28T19:59:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,De abri hangt weer vol met @someuser vakanties naar #eilat. Feesten in Apartheid. Kies mensenrechten en doe #wonderful #BDS,everyone,nl,228852084248821760,228852084248821760,,235166355,2012-07-27T13:59:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Pinterest,"#Iris van Herpen, #skeleton dress, #skeleton, #dress, #couture, #fashion, #weird, #odd, #wonderful,  http://someurl",everyone,nl,227454445062066176,227454445062066176,,470335811,2012-07-23T17:25:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for BlackBerry®,Oooeeeeeh! Lekker weer EN op #DATP #wonderful!,everyone,nl,226688063408046081,226688063408046081,,549597685,2012-07-21T14:40:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,Heerlijk om in bed te liggen met alter bridge op je achtergrond #wonderful life,everyone,nl,226093855215349761,226093855215349761,,237273940,2012-07-19T23:19:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,RT@someuser RT “@someuser er zijn een paar mensen waar is zoveel van hou #wonderful #friendship”,everyone,nl,226016976101851136,226016976101851136,,566354170,2012-07-19T18:13:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,RT @someuser er zijn een paar mensen waar is zoveel van hou #wonderful #friendship,everyone,nl,226008080947748865,226008080947748865,,364484589,2012-07-19T17:38:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,er zijn een paar mensen waar is zoveel van hou #wonderful #friendship,everyone,nl,226002635730341888,226002635730341888,,327040318,2012-07-19T17:16:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
  HTC Peep,Lekker muffins aant bakken #wonderful,everyone,nl,224171323172208641,224171323172208641,,56402579,2012-07-14T15:59:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Mac,Dat het maar snel weer voetbal is: http://someurl #Messi #Wonderful,everyone,nl,223133499366977536,223133499366977536,,199607987,2012-07-11T19:15:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Noel Gallagher #WONDERFUL,everyone,nl,221726507792474112,221726507792474112,,556794524,2012-07-07T22:04:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,@someuser 7gech ;p  #sun #wonderful #water #weather #webstagram #relaxing #turkish #igers #insta #igaddict #ipho http://someurl,everyone,nl,221481298236157952,221481298236157952,,433451893,2012-07-07T05:50:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,34245646
Twitter for Android,"@someuser Ik zie sommige dit ontkennen, willen S Wonder op me gaan.. #Wonderful",everyone,nl,221314976957202432,221314976957202432,,169512183,2012-07-06T18:49:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
TweetDeck,Gezellig bbq met 4ve . #wonderful,everyone,nl,220212213191946240,220212213191946240,,288338449,2012-07-03T17:47:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for BlackBerry®,Lekker op mn bedje liggen en tv kyken #wonderful life,everyone,nl,219451211911413761,219451211911413761,,371303187,2012-07-01T15:23:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,"@someuser ma ik krijg 25€ voor die middag, rustig spellekes spele me kinderen... #Wonderful",everyone,nl,218794769353150464,218795412641943553,"[{'type': 'replied_to', 'id': '218794769353150464'}]",110148514,2012-06-29T19:57:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,256477444
Twitter Web Client,Lees ik nou goed dat @someuser haar 1ste nr 1 hit??? #wonderful days,everyone,nl,218419912706764800,218419912706764800,,60862150,2012-06-28T19:05:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,Gave single van @someuser #wonderful days. Kan nu eindelijk de tekst es verstaan ;-) Heb hem vandaag gedownload. #TOP,everyone,nl,218347972176523266,218347972176523266,,368985946,2012-06-28T14:19:47.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Kan er niet genoeg van krijgen #wonderful http://someurl,everyone,nl,217627098150481920,217627098150481920,,467674262,2012-06-26T14:35:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Google,Mark Pesce: TC: Laocoön http://someurl #weird #wonderful #apple RECOMMENDED: Mark Pesce... http://someurl,everyone,nl,216725938686279680,216725938686279680,,183420135,2012-06-24T02:54:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPad,RT @someuser TC: Laocoön http://someurl #weird #wonderful #apple RECOMMENDED,everyone,nl,216669968249524224,216669968249524224,"[{'type': 'retweeted', 'id': '216668996353794048'}]",13991752,2012-06-23T23:12:00.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Websites,TC: Laocoön http://someurl #weird #wonderful #apple RECOMMENDED,everyone,nl,216668996353794048,216668996353794048,,3099501,2012-06-23T23:08:08.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
TweetDeck,http://someurl een verhaal vertelt in gitaarnoten. #wonderful,everyone,nl,216586604154855425,216586604154855425,,230138669,2012-06-23T17:40:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
  HTC Peep,Woow ga voor t eerst weer eens ontbijten #wonderful,everyone,nl,214959145739227136,214959145739227136,,56402579,2012-06-19T05:53:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter Web Client,Van Der Vaart #Wonderful,everyone,nl,214431688418263041,214431688418263041,,287850684,2012-06-17T18:57:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Telkkers from welbeck #wonderful,everyone,nl,213732361479786496,213732361479786496,,289024093,2012-06-15T20:39:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
