source,public_metrics,author_id,text,id,conversation_id,lang,in_reply_to_user_id,reply_settings,created_at,search_query,referenced_tweets,geo
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",276041346,"“@someuser GD followed Kiko... Me: http://someurl HAHA”oh god , so truee #heartbroken",225602271021498368,225602271021498368,tl,,everyone,2012-07-18T14:45:47.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",222618074,Gumawa kami kanina ng song ni Jehd #heartbroken siya ehhh,225580792666001409,225580792666001409,tl,,everyone,2012-07-18T13:20:26.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",127838309,Hay nako Lyka. Itigil mo na yang kalokohan na yan. Jessica wont notice you. Wrong timing ka forever eh. :| #heartbroken,224880837739556865,224880837739556865,tl,,everyone,2012-07-16T14:59:04.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",611367517,@someuser @someuser #heartbroken yan wg mo!,224828038418927616,224827382664671234,tl,624792189,everyone,2012-07-16T11:29:16.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '224827382664671234'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",603121015,@someuser maray jya bandya ni kismat e pheri ae.. Didnt get to see afridi #heartbroken,224227424714506240,224163654818480128,tl,602934366,everyone,2012-07-14T19:42:38.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '224163654818480128'}]",
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",87853199,Di natuloy #heartbroken :( @someuser @someuser,224113975355383808,224113975355383808,tl,,everyone,2012-07-14T12:11:50.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",559188102,yung hindi mo inaasahang mangyayari yung ganito :( #heartbroken,223741744599146496,223741744599146496,tl,,everyone,2012-07-13T11:32:43.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",559188102,yung umaasa ka sa wala :(| #heartbroken,223726916463636481,223726916463636481,tl,,everyone,2012-07-13T10:33:48.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",70343612,@someuser - di akesh nakabili ng maroon 5 tickets.. Ubos na #heartbroken,223726791787937792,223705481141682176,tl,97638603,everyone,2012-07-13T10:33:18.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '223707820166615040'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",559188102,yung nagmumukha ka nang tanga kasi hinihintay mo kung lalapit siya o hindi :(| #heartbroken,223726570391601154,223726570391601154,tl,,everyone,2012-07-13T10:32:25.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",505156025,nakaset kana sakin bat nagpadala ka sa iba?! shattered dream #teamOldschool #heartbroken,223438145545437184,223438145545437184,tl,,everyone,2012-07-12T15:26:19.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",580375750,hindi ako umaasa pero bat siya ?? #heartbroken,223340910124085249,223340910124085249,tl,,everyone,2012-07-12T08:59:57.000Z,#heartbroken,,
Mobile Web,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",169046988,. .#hEaRtbrOken ...advise nman pO ..tsk,223338501616316416,223338501616316416,tl,,everyone,2012-07-12T08:50:22.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",631548343,Ang hirap mag mahal sa taong d ka nman pinapansin :( #heartbroken,223267339607621634,223267339607621634,tl,,everyone,2012-07-12T04:07:36.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",367285457,Bye #liar #nolove #heartbroken haha,223177786582515712,223177786582515712,tl,,everyone,2012-07-11T22:11:45.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",502559902,Maffirst blood ako nto bukas. :(( #HeartBroken,223133779076714497,223133779076714497,tl,,everyone,2012-07-11T19:16:53.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",416435632,Katy perry movie.... #nomagicmike:( #heartbroken,222810164204552192,222810164204552192,tl,,everyone,2012-07-10T21:50:57.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",224723222,@someuser @someuser  nope :( #heartbroken haha,222743829407739904,222677815072526336,tl,625887741,everyone,2012-07-10T17:27:21.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '222742142722904064'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",356393687,@someuser awhh 2 lads ;) #getinthere haha awhh lousy :( u #heartbroken :p,222514043062206464,222496051872006145,tl,228212017,everyone,2012-07-10T02:14:16.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '222513588823265280'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",285969064,@someuser @someuser @someuser @someuser Wala na kong magagawa. Huhu! Bakit ba kasi kelangan pareho sila ng date?! #heartbroken,222330559039410176,222197309344186372,tl,33108333,everyone,2012-07-09T14:05:10.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '222208717301628928'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",129400076,Waaaaaaaahhhhhh... kinasal na si HS crush!! #heartbroken #laslas,221945855085785088,221945855085785088,tl,,everyone,2012-07-08T12:36:30.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",389171964,Haha !  @someuser #heartbroken sya hahaha. Sya yung nakatulog ! Lol ininom pa kase XD,221875642378104832,221875642378104832,tl,,everyone,2012-07-08T07:57:30.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",583575385,I feel JEALOUS kapag may kasama kang Iba  |             #HeartBroken,221816367861612545,221816367861612545,tl,,everyone,2012-07-08T04:01:57.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",613134840,@someuser haha I feel yah pain sista!!! #pissed #heartbroken,221436183199232001,221435832492498945,tl,282896754,everyone,2012-07-07T02:51:14.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '221435832492498945'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",611367517,putek!nakapagtweet ka din sa wakas! @someuser !! #heartbroken,221260236453986304,221260236453986304,tl,,everyone,2012-07-06T15:12:05.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",542566320,No dq #heartbroken @someuser,220673033390661633,220673033390661633,tl,,everyone,2012-07-05T00:18:45.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",266183433,hahahahahahaha “@someuser Zach Parise left New Jersey for Minnesota. #njproblems #heartbroken”,220577852972744704,220577852972744704,tl,,everyone,2012-07-04T18:00:32.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",53366284,"@someuser Minsan, kaya ka nahihirapang mag move on. Kasi ayaw mo namang talagang gawin. #heartbroken",220507273238298624,220507273238298624,tl,,everyone,2012-07-04T13:20:05.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",57096629,Missing Matisyahu tonight...</3 #heartbroken,220277805982826496,220277805982826496,tl,,everyone,2012-07-03T22:08:16.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",575100573,“@someuser s!ngle ///: 💔 #heartbroken”,220241801548791808,220241801548791808,tl,,everyone,2012-07-03T19:45:12.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",535320360,@someuser IKR?!! Miss ko na yung MEMORIES at XPERIENCES na naranasan ko dun! :( #HeartBroken,220123249055514624,220121940403302400,tl,402063231,everyone,2012-07-03T11:54:06.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '220121940403302400'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",222382802,@someuser Hehehhe its a compliment oi #heartbroken,219863758099595264,219863354427179009,tl,584099954,everyone,2012-07-02T18:42:59.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '219863354427179009'}]",
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",310164370,@someuser akala ko kasi out of the way! Si peter sa heartcenter pala kasi bababa! Haha #heartbroken,219726132956770304,219726132956770304,tl,43250324,everyone,2012-07-02T09:36:07.000Z,#heartbroken,,
Mobile Web,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",251648991,"ulifanya vibaya xana kusupport italy! #heartbroken @someuser Congratulations to Spain, Euro 2012| Champions!",219537982527504384,219537982527504384,tl,,everyone,2012-07-01T21:08:28.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",73780749,"I thought you were different T_T </3 Habu ko na saimo, hndi na kita crush T_____T #heartbroken!!",219088547263676416,219088547263676416,tl,,everyone,2012-06-30T15:22:34.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",55379734,Damn bein DQd at tha trials! #heartbroken,218834229528764416,218834229528764416,tl,,everyone,2012-06-29T22:32:00.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",115373377,Wimbledon 2012 sans Nadal? #heartbroken,218451861924093953,218451861924093953,tl,,everyone,2012-06-28T21:12:37.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",77387209,"@someuser Hahaha! No more tail, NO MORE TAIL! :)) #adik #heartbroken tayo dati. :)))",218338718312955904,218335331127275520,tl,287720634,everyone,2012-06-28T13:43:01.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '218335331127275520'}]",{'place_id': 'fb151ef38fa2ac0d'}
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",462886430,@someuser akitsi thle chomi... #Heartbroken,218258393549377536,218258223470362625,tl,459411703,everyone,2012-06-28T08:23:50.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '218258223470362625'}]",
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",303131615,"Ang school life ko, nkaka-stress. Ang fangirl life ko, nkaka-frustrate. Sige ano pa?! -_- #heartbroken",217939075418697730,217939075418697730,tl,,everyone,2012-06-27T11:14:59.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",523200018,@someuser | #heartbroken ? Bakit ? Kanino ? | Kay Jamela Masdo ba ? :)),217573798734610433,217573798734610433,tl,451586509,everyone,2012-06-26T11:03:30.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",267442602,@someuser hahahaha ffs #heartbroken,217253008545816578,217247698871525377,tl,44195229,everyone,2012-06-25T13:48:48.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '217247698871525377'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",104866217,May girlfriend na pala sya. #heartbroken.,217226936777322496,217226936777322496,tl,,everyone,2012-06-25T12:05:12.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",359094796,Bye to PPCS :( #Heartbroken,217223703514202114,217223703514202114,tl,,everyone,2012-06-25T11:52:21.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",94079448,@someuser Si :) ayy. so di mo ako lab? ako ang baby labs mo eh. di ba? </3 #heartbroken,216866206207057920,216865879927951360,tl,135870103,everyone,2012-06-24T12:11:47.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '216865879927951360'}]",
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",122917258,Tanggapin mo na kase!!! #heartbroken #loveless #stupid #wtf http://someurl,216683499007131648,216683499007131648,tl,,everyone,2012-06-24T00:05:46.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",404588893,@someuser @someuser Ang daya mo girl! sana ako na lang nauna nakakita sakanaya. :(( #heartbroken,216048023363518464,216046769967075329,tl,149027179,everyone,2012-06-22T06:00:37.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '216046769967075329'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",235585657,Masakit mareject. Magdodonate na nga lang eh.</3 :| HAHAHA.:)) #heartbroken,216047963389173761,216047963389173761,tl,,everyone,2012-06-22T06:00:23.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",77436764,kalurks!!! Hehe.. Sino si nestle boy? #echoseralang“@someuser May ladylove na si Nestle boy ;( #heartbroken? LOL”,215436310305972224,215436310305972224,tl,,everyone,2012-06-20T13:29:53.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",59208428,Bas Shalaj not replying. #HeartBroken :(,215378862270451713,215378862270451713,tl,,everyone,2012-06-20T09:41:36.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",295785716,The way na talong talo na ang OKC. SOBRANG SAKIT!! #heartBroken,215289102533279744,215289102533279744,tl,,everyone,2012-06-20T03:44:56.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",50227867,Ohmygod girlfriend pala ni landry fields yung lagi niya kasama sa instagram :( #heartbroken hahaha,214941650194141184,214941650194141184,tl,,everyone,2012-06-19T04:44:17.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",130976300,"#10WorstFeelings #Guilt,#Sorrow,#HeartBroken,#Nervous,#Nausea,#Sadness,#Depression,#Lonelyness, #Anxiety,#Death!........ Damn!!O_o",214884576819019776,214884576819019776,tl,,everyone,2012-06-19T00:57:30.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",148617990,"Papasok na ko eh., bigla namang sumakit tiyan! Haizt! #heartbroken haha., </3",214805175905427456,214805175905427456,tl,,everyone,2012-06-18T19:41:59.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",469089783,Alahh nape niy . #HeartBroken,214398651789881344,214398651789881344,tl,,everyone,2012-06-17T16:46:36.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",407817152,@someuser Lol!!eiiSh #heartbroken...,213738201536409600,213736972982820864,tl,577349283,everyone,2012-06-15T21:02:12.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '213736972982820864'}]",
Twiterous,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",291999635,ke a dlala... nka se itiri jalo. its just a title... RT @someuser Lucas_M747 lol he e hle..e seng yalo ao ba2n #HeartBroken,213584482337427456,213584482337427456,tl,,everyone,2012-06-15T10:51:23.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",45278125,Nakakadisappoint. Akala ko talaga 2-0 na. Tsk! #HeartBroken,213565709421248513,213565709421248513,tl,,everyone,2012-06-15T09:36:47.000Z,#heartbroken,,
Mobile Web,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",374408265,Nagbago ka na Crush. Di mo na ko nginingitian. Bungal ka na ba? Hahaha #heartbroken #masakit lol,213560609034350592,213560609034350592,tl,,everyone,2012-06-15T09:16:31.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",226046906,ANG GWAPOOOOOOOOO NYA PA RIN! kahit taken n xa. grrrr. #heartbroken nanaman.hahaha,213262736577146880,213262736577146880,tl,,everyone,2012-06-14T13:32:53.000Z,#heartbroken,,
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",21467525,"heartbroken again, di pa nga  nakakapagsimula may umeeksena na, cge na, sayo na ang lahat pati si ----y. #heartbroken #sadness",213172822258884608,213172822258884608,tl,,everyone,2012-06-14T07:35:36.000Z,#heartbroken,,
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",21467525,shoot--- bet din niya yung bet ko-- cge sa kanya na lang. suko na ako agad. #heartbroken,213088254227001344,213088254227001344,tl,,everyone,2012-06-14T01:59:33.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",60185287,Binigyan mo man lang sana ako ng pagkakataon. #HeartBroken,213083608586518530,213083608586518530,tl,,everyone,2012-06-14T01:41:05.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",393092012,@someuser @someuser HAHAHA U Danes R PISSED #HeartBroken #Euro2012 #Portugal hahahahahah #misery,212967070193823744,212967070193823744,tl,285411069,everyone,2012-06-13T17:58:00.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",578086107,Goodbye Sasuke. =\ #Heartbroken,212556325463400448,212556325463400448,tl,,everyone,2012-06-12T14:45:51.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",153248943,@someuser oo! Sensitive ako ngayon eh! I demand more love and affection. Chos! #heartbroken,212175563572510720,212175207857799170,tl,175715521,everyone,2012-06-11T13:32:51.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '212175207857799170'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",404199570,@someuser #heartbroken yr head ergokethpog . da la panggil aku meepo tadi .  wakakakkaka,211773790311555072,211773468411297793,tl,377208845,everyone,2012-06-10T10:56:20.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '211773468411297793'}]",
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",556923370,Pacquiao Lost :( nooooooooo! #heartbroken,211687392631988224,211687392631988224,tl,,everyone,2012-06-10T05:13:02.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",140379974,We still loveu manny....kahit talo ka panalo ka parin s buong pilipinas...kahit masakit....#heartbroken,211686616723496960,211686616723496960,tl,,everyone,2012-06-10T05:09:57.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",23874701,DAFUQ?! #heartbroken Pac-Man lost.,211684527158988800,211684527158988800,tl,,everyone,2012-06-10T05:01:38.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",346540321,"may career nga pero walang love life..| move on moment na naman ako...| maghanap na nga ako ng new inspiration, #heartbroken 💔😱😔",211498269501689857,211498269501689857,tl,,everyone,2012-06-09T16:41:31.000Z,#heartbroken,,
Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",32327691,@someuser yoko na. #heartbroken,211480682977964032,211457321077977089,tl,15402641,everyone,2012-06-09T15:31:38.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '211457321077977089'}]",
Mobile Web,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",400552166,"@someuser parang! Dko sure eh. Tsk, tsk. #Heartbroken :((( haha! 2 lang ba sila?",211333916676726785,211333916676726785,tl,440623861,everyone,2012-06-09T05:48:26.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",85089859,@someuser zzzzzzz di e.. BOS pa nmn ako :O #heartbroken </3 ahahaha game 7 -pa,211090278013087744,211090006503211008,tl,120411323,everyone,2012-06-08T13:40:18.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '211090006503211008'}]",
Samsung Mobile,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",532303350,Nakakaiyak ngaun P and I bumuhos talaga luha #heartbroken mikay_kiko :{,211068051959988225,211068051959988225,tl,,everyone,2012-06-08T12:11:59.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",298007273,@someuser DALI NAAAAAAAAA!! :((((( #HEARTBROKEN. </3,211041659079757824,211041361959460865,tl,503195336,everyone,2012-06-08T10:27:07.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '211041361959460865'}]",
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",44132514,Nta ringeka kuta tshama handle nsiya vanhu ndeni. Lol. @someuser #heartbroken why? Lol RT @someuser Good thing,211012953128960000,211012953128960000,tl,,everyone,2012-06-08T08:33:03.000Z,#heartbroken,,
Mobile Web,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",334377220,.heart hurtiin bt weh puttiin in rotation so ii guess ima beh iight in a min.! feel #heartbroken,210954582203965440,210954582203965440,tl,,everyone,2012-06-08T04:41:06.000Z,#heartbroken,,
UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",25035978,Another Hemsworth is tying the knot soon. *died a little inside* Dina naman nakapaghintay kase di pako ready. #heartbroken #keepdreaming lol,210638649174396928,210638649174396928,tl,,everyone,2012-06-07T07:45:42.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",62317989,"@someuser naku tigilan mo ko congressman ha,.. #heartbroken",210553350108872704,210551815681486848,tl,146811530,everyone,2012-06-07T02:06:45.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '210551815681486848'}]",
UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",99018169,"Yung tipong nanghinayang ka sa pagpupuyat, sana natulog na lang. @someuser #heartbroken",210211675247362049,210211675247362049,tl,,everyone,2012-06-06T03:29:03.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",577560941,@someuser KUUUUUUYYYYYAAAAAA!!!!!!!! >O< :c Awwwwww!!!! Chu left meh again.... xc #Heartbroken </3,210154217493630976,210154217493630976,tl,529835007,everyone,2012-06-05T23:40:44.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",454098794,"@someuser Hahaha, fy faen! #heartbroken",210129389738926080,210128115777814528,tl,215921334,everyone,2012-06-05T22:02:05.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '210128115777814528'}]",
UberSocial for BlackBerry,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",259780914,@someuser Tsonga aka gwele uko with his sweetness #heartbroken,210071851400036352,210070963688181760,tl,23201193,everyone,2012-06-05T18:13:26.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '210070963688181760'}]",
Mobile Web,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",70716233,@someuser hahaha na ata umededicate wimbo #Heartbroken. Nd sa umechange ur avi cz ov wat i sed? Hahaha,209334642304761859,209333215159259136,tl,445443928,everyone,2012-06-03T17:24:02.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '209333215159259136'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",495954280,ako na ang di maka-move on. #heartbroken,209325170467409922,209325170467409922,tl,,everyone,2012-06-03T16:46:24.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",273608963,Sakit sa heart. Pfft. #heartbroken,209279409889357824,209279409889357824,tl,,everyone,2012-06-03T13:44:34.000Z,#heartbroken,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",260607067,Khaaaaaai.@someuser yaani baibie una npeana thru pass kwa @someuser rahisi ivyo? #heartbroken,209166302403764224,209166302403764224,tl,,everyone,2012-06-03T06:15:07.000Z,#heartbroken,,
TweetDeck,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",136172661,Fcking teleserye writers! T___T RT @someuser #heartbroken Ayoko na wala na si Lolo! :(( @someuser,208711553111953410,208711553111953410,tl,,everyone,2012-06-02T00:08:06.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",97096296,@someuser @someuser leche magsama kayo ni @someuser hahahaha #heartbroken #emo,208236975914889218,208236777662717952,tl,80436597,everyone,2012-05-31T16:42:18.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '208236777662717952'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",407671986,alam mo yung #heartbroken ? ako yun ei </3,208111748270657536,208111748270657536,tl,,everyone,2012-05-31T08:24:41.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",127838309,"Buti pa si jasmine trias, nipapansin ako. Pero si jessica hindi pa din. Hmm. :( #heartbroken",207774692138946560,207774692138946560,tl,,everyone,2012-05-30T10:05:21.000Z,#heartbroken,,
