lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,in_reply_to_user_id,referenced_tweets,geo
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-11T08:28:50.000Z,Bheegi Palkein Episode 18 Promo #Excited 😍 http://someurl,708208043658506240,708208043658506240,852350640,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-11T08:12:39.000Z,Party Tahh Ninyo Ugma ?? 󾔗󾔗󾦂󾦃| | #Excited | #StreetParty,708203971861565440,708203971861565440,4900636470,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-03-11T06:27:45.000Z,"Yong taga LTO nagbreaktime nong mkita c bebe hihi ,binalita agad kina pare eh! #excited😉",708177575361646592,708177575361646592,4099490068,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-11T01:07:54.000Z,knting tulog na lang woooo #excited,708097079629885440,708097079629885440,3883184419,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-11T00:18:02.000Z,PRAYER POWER matindihang prayer ito! #excited,708084532415561728,708084532415561728,3223553112,#excited,,,{'place_id': '00d82f4e77c77ce3'}
tl,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-10T22:22:08.000Z,@someuser #excited HAHAHAHAH dinner ba tayo or lunch ni atemm???,707537819007225856,708055362784526336,188673995,#excited,3141241922,"[{'type': 'replied_to', 'id': '707537819007225856'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T19:40:58.000Z,Nag iisip ako kung mas heavy ba ang drama na may love story??? #Excited#KarylleMarielLentenSpecial @someuser @someuser | ☺💛,708014806897266688,708014806897266688,287987755,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T17:08:31.000Z,Potek. Di ako makatulog. | #Excited| #WelcomeToThePhil5sos,707976439862132736,707976439862132736,162032687,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-03-10T15:42:07.000Z,"@someuser HAHAHAHA eeew. Joke! May inaantay pa ko, bagal ng fleet eh ugh. Pero uuwi na talaga ako malapit naaa #excited",707632253614985217,707954697408090112,203112334,#excited,81567139,"[{'type': 'replied_to', 'id': '707954382805962752'}]",
tl,everyone,Twitter for  Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-10T14:30:37.000Z,Di ako makaMoveon sa WIM kanina. Lupet magalit ni Eunice @someuser Yari tayo tom Cacai @someuser . #Excited,707936704317919232,707936704317919232,3742800253,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T14:07:02.000Z,SANA kahit taga bikol ako Makaka punta pa rin ako sa concert mo @someuser| #excited😊| | JulieAnneSanJose InControl,707930770057265152,707930770057265152,3254633774,#excited,,,
tl,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T13:05:22.000Z,@someuser  yes pupunta ako kasama ko insan ko po.. see you there #excited,707531907983138816,707915250138361856,4665849494,#excited,450596816,"[{'type': 'replied_to', 'id': '707531907983138816'}]",
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T12:46:16.000Z,@someuser Hi Elyson! Okay po abangan ko yan then ipa-trend natin. #excited,707884981813645312,707910444212625408,3769997056,#excited,3318791612,"[{'type': 'replied_to', 'id': '707884981813645312'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T12:25:18.000Z,Ready na ko.😂 #excited #ft2k16,707905164842110977,707905164842110977,3250362468,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T11:29:49.000Z,@someuser #7hourstogo parthu tera budday aaya..... #keepsmiling #godbless #loveu #excited #4pm #bepositive,707891202125750272,707891202125750272,2893729237,#excited,2896293786,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T11:29:03.000Z,Sino kaya pedeng maisayaw sa PROM Bukas ???| Ano pede ka ba ??? | #excited| #promnight| #walangKadate,707891011171827713,707891011171827713,3147555638,#excited,,,
tl,everyone,NewsVideos,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T10:21:49.000Z,"24 #Oras: Vic #Sotto, #excited na sa #Kasal #Nila ni #Pauleen #Luna| | http://someurl http://someurl",707874089457717248,707874089457717248,2994053057,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 17, 'quote_count': 0}",2016-03-10T08:27:21.000Z,Anu kaya po Surprise ni Ms.abbie pagkaabangan natin mamaya 8:00pm sa #UAAPSmart | #Excited http://someurl,707845282382237696,707845282382237696,4146189013,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T08:25:08.000Z,"Nasa taal,bulacan po pala kayo sa Sunday @someuser nay.See on Sunday.| #Excited :))))))))",707844726297391104,707844726297391104,2805381733,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T06:44:19.000Z,#HimigHandogSaMOR galing ni Barbie ;) pero kay juris pa rin ako #BibitawanKa #excited,707819353371230208,707819353371230208,2699840539,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T01:40:11.000Z,Hayy. Sana Mabili na Kita ^_^ .| Hihi. <3.| #Excited <3,707742817330794496,707742817330794496,2272710498,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-10T00:52:17.000Z,Ka date sa 420 please? | #Excited. #Hotbox,707730762485919745,707730762485919745,162657021,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T23:50:31.000Z,Magaling na bata!! 👏🏼👏🏼👏🏼 #excited to see big Anna @someuser ☺️👌🏼 http://someurl,707715220509069312,707715220509069312,4155841578,#excited,,"[{'type': 'quoted', 'id': '707477513132347392'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-03-09T23:06:37.000Z,"Sa sobrang pagod at antok ko, nkalimutan ko na showing na kahapon ung Allegiant 😁 #excited",707704169558216706,707704169558216706,175713789,#excited,,,{'place_id': '00ed6f0947c230f4'}
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T17:28:49.000Z,@someuser pag wala munda kehndi baala jachda  ....| #excited #march #2k16,707619162349244416,707619162349244416,235881667,#excited,310679156,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T16:33:02.000Z,Puyat ngayon. Para mamaya bagsak sa bus 😁 #retreat #excited,707605120863772677,707605120863772677,725406552,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T13:47:49.000Z,Ako ulit ang Navigator for tomorrows BPLAN Implementation Plant Visit <3 #Excited HAHAHAH,707563543416012800,707563543416012800,389910050,#excited,,,{'place_id': '6760f628c14560d4'}
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-03-09T13:24:02.000Z,@someuser @someuser #Excited much #BOYFriendsNa KapusoBrigade,707553700814790656,707557557473136640,702850602993192962,#excited,60583926,"[{'type': 'replied_to', 'id': '707553700814790656'}]",
tl,everyone,Foursquare,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T12:08:34.000Z,At PUMA #NL #job #excited 😬🤗 (@ den Bosch) http://someurl,707538566331682816,707538566331682816,201355565,#excited,,,"{'place_id': '31fe39275142e6fe', 'coordinates': {'type': 'Point', 'coordinates': [4.247388, 50.880294]}}"
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",2016-03-09T12:03:36.000Z,@someuser @someuser pag di masarap pacancel mo akin ha tnx <33333 #excited 😂😂😂,707535183918923776,707537317095874564,602860629,#excited,742666088,"[{'type': 'replied_to', 'id': '707536831848402944'}]",
tl,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T10:16:37.000Z,Sobrang lapit na..Sa monday na.... See you soon tay.  😊❤ #excited #happy #complete,707510392017199104,707510392017199104,275984283,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T09:04:32.000Z,Malapit na #dearalexbook2 #excited,707492255221751808,707492255221751808,3043506632,#excited,,,
tl,everyone,Twitter for Windows Phone,"{'retweet_count': 22, 'reply_count': 0, 'like_count': 56, 'quote_count': 0}",2016-03-09T08:57:04.000Z,POG: Coach Baldo. #Excited#BelieveAteneo,707490375489888256,707490375489888256,1481844534,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T07:26:58.000Z,@someuser kelan kayo sa molino bacoor? #excited,707461401653219328,707467698712788992,707164911286128640,#excited,258092886,"[{'type': 'replied_to', 'id': '707461401653219328'}]",
tl,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-09T06:07:43.000Z,Gusto ko ng makita kung paano mag bounce back ang ateneo! #BelieveAteneo #Excited,707447757095698432,707447757095698432,3022450021,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T05:28:10.000Z,pauwi na talaga! #pagod #excited http://someurl,707437802087194624,707437802087194624,330319700,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",2016-03-09T04:46:08.000Z,sakto sa malamig na panahon #booked #countdown #excited @ Hydroturf... http://someurl,707427225860120577,707427225860120577,1097398058,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T04:23:56.000Z,Waaahh tanaw na kita EMERSON!!! bukas na bukas na!!! @someuser tsug tsug..tsug tsug..sabi ng heart ko 💓💓💓 #JasonDyOnBeMyLady #excited,707421639785324545,707421639785324545,3249385088,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-09T04:19:48.000Z,Waaahh tanaw na kita!!! bukas na bukas na!!! @someuser tsug tsug..tsug tsug..tsug tsug sabi ng heart ko 💓💓💓 #JasonDyOnBeMyLady #excited,707420598410981376,707420598410981376,3249385088,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T02:21:53.000Z,"#Waiting #Excited #03/09/2016 @ Makati, Philippines http://someurl",707390924138135553,707390924138135553,4726276154,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-09T02:16:07.000Z,"LoiYals, LoiShua, LoiVes, & LoiNie manood po tayo ng #MMK this Saturday.. Support natin si @someuser 😘💜 #excited http://someurl",707389473911222272,707389473911222272,490157177,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T02:04:11.000Z,"Kapamilya Karavan sa Araw ng Davao andun ang KathNiel, wooaah dameng tao malamang yan, gusto ko pumunta, haist bahala na. #Excited",707386469170569216,707386469170569216,1853867790,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T01:39:21.000Z,Antipolo Ynares Center May god | Malapit lang Samin papa.Change RD | Ako Hohoho 😀😃😄| #ALDUBTheCompromise | #Excited ako,707380217665335296,707380217665335296,4771582982,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T01:04:28.000Z,One day to go 1st monthsary na ng jadine| #excited| #REIDallert| #NADdicts| #ipanalo ang pamilyang pilipino| #team real http://someurl,707371441121939456,707371441121939456,4643687593,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-09T00:21:56.000Z,Practice nata mga bra! 9 hah! Dli 10 o 11 kay murag hapit njud dah!| | #GradPractice| #TogaReleasing| #Excited,707360738881445890,707360738881445890,2344883280,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-08T20:27:40.000Z,Waaaaaaah!!! @someuser is a certified kapamilya na pala! Huling-huli na ako sa balita. Sorry Jona. God Bless sayo. #excited #slay,707301782007848960,707301782007848960,862347332,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-08T17:27:34.000Z,Tapos ngayon nag search ako ng 23 jump street hindi pa naman siya confirmed o confirmed na yata siya pero may chance daw n mngyari| #excited,707256456802738176,707256456802738176,2888278596,#excited,,,
tl,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-03-08T14:18:35.000Z,S7edge hahahaha #excited #please #please,707208897002516480,707208897002516480,144497024,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-08T09:06:46.000Z,@someuser At nagkakulay na! See yah! DM ko number ko 😊 #excited,707028269065904129,707130429321576449,35438741,#excited,100913698,"[{'type': 'replied_to', 'id': '707128805156982784'}]",{'place_id': '017a4afa29d71c65'}
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-08T07:15:37.000Z,Z owns the world bilang dumating na ung USPassport nya! Pwede na magtravel everywhere! Yay! #planningahead #excited http://someurl,707102455784288256,707102455784288256,39814517,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-08T06:25:16.000Z,Dj Cj? #excited,707089784502530049,707089784502530049,2449649089,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-08T06:04:10.000Z,OK Po Ryle manood PO Kami ng HashtaraNa! #Excited|  #HashTaraNa,707084477105713152,707084477105713152,4851475994,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-08T03:00:42.000Z,@someuser cge2 tah. #excited here. 😂,707008203830112256,707038304227569664,264526101,#excited,170633006,"[{'type': 'replied_to', 'id': '707016752836685824'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-08T02:13:31.000Z,@someuser | Wow excited n kme mkita new hair style mo idol kaye.. | #excited narin kme marinig ang kanta mo... #Nyebe...,706840189038153731,707026430794665984,704838581005627393,#excited,1404238914,"[{'type': 'replied_to', 'id': '706840189038153731'}]",
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-08T02:07:17.000Z,Ano bang mga kailangan pagngpa- baby shower ? :D #Excited,707024860694908928,707024860694908928,4283763372,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-08T01:23:15.000Z,Uuwi na siya. 😍 See you agad agad!!! 😂 #Excited,707013778953515009,707013778953515009,4653086382,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-07T21:34:06.000Z,Lazarat Burning paska me dal nQershor 2017 #excited,706956111484690432,706956111484690432,2263175604,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-07T19:44:06.000Z,@someuser while watching kungfupanda 3 @someuser #excited http://someurl,706920634572365824,706928431188058112,93347321,#excited,850731068,"[{'type': 'replied_to', 'id': '706920634572365824'}]",
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-07T15:09:45.000Z,Masyado atang napaaga ang summer ! Whooo ang alinsangan parin 󾌥󾌥🌞 #just35 #SummerFeels #Excited #AlreadyBOOKED 󾟞󾟚,706859385729843201,706859385729843201,352278819,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-03-07T12:30:33.000Z,@someuser planu namu mag hongkong next year April!!!! Disneyland ug ocean parrrkkkk!!!!!! #excited hahaha,706819325227761664,706819325227761664,1515114943,#excited,1184151266,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-07T10:30:46.000Z,@someuser ayyy wow saglit na lang pala! #excited,706774146806493185,706789178206343170,1568173033,#excited,3297081092,"[{'type': 'replied_to', 'id': '706788290389680128'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-07T06:42:54.000Z,@someuser action bhi mam kya bat h kon karega tab to orbhi jiyada #excited hoon main,706730848842715136,706731832931254272,3247983614,#excited,112976692,"[{'type': 'replied_to', 'id': '706730848842715136'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-07T03:35:06.000Z,Malapit na ung Blessing hahaha! #Excited,706684574202355712,706684574202355712,198834876,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-07T02:58:11.000Z,Bff tell JOWAPAO manonood kmi concert nila dito| #excited,706675283017859072,706675283017859072,703973986548383744,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-07T00:49:57.000Z,@someuser woooooow yan ba si maine sana madami pa ang mga commercial mo                          maine. #excited http://someurl,706394555340337152,706643010574921728,4009905613,#excited,63701775,"[{'type': 'replied_to', 'id': '706394555340337152'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T21:06:01.000Z,Magkikita na tayo! Yay! Hahaha. #excited #travelpamore,706586657101897728,706586657101897728,136628549,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T20:34:46.000Z,#excited na mamaya...| | kanina pa ako di makatulog. dahil sa isang bagay na dahilan bakit gsing pa ako...basta... http://someurl,706578793603796992,706578793603796992,163788178,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2016-03-06T17:42:09.000Z,Yup! Waiting kmi sa sked ng taping mars. | #excited  http://someurl,706535350588452865,706535350588452865,2900622937,#excited,,"[{'type': 'quoted', 'id': '706534088379731968'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-06T17:13:40.000Z,Mararanasan ko rin sumakay sa eroplano. ✈| #FirstTime #Excited,706528185496637441,706528185496637441,4101030312,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-03-06T15:57:05.000Z,@someuser miss ü 2!!!! hapit na ako bday #excited,706385254055964672,706508911281504256,2888170208,#excited,2353062024,"[{'type': 'replied_to', 'id': '706508792628785152'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-06T12:57:52.000Z,Excited na talaga ako sa march 10 na whoo #Excited,706463810349957121,706463810349957121,4752832158,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T10:00:28.000Z,Ano kaya isusuot ko bukas? #excited,706419165117059073,706419165117059073,136948118,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T09:31:13.000Z,@someuser ji 💓💐| PaggwalaMunda 😊 bada jachda 😘| #OnRepeat 😘| #Excited for #March25 #ambarsariya | @someuser | | http://someurl,706411807011786753,706411807011786753,2356489453,#excited,310679156,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T05:16:20.000Z,economics DAY na bukas| #excited,706347660135903233,706347660135903233,3249373392,#excited,,,
tl,everyone,Twitter Web App,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T04:17:25.000Z,Excited nq Mag ayos ng bulaklak sa SEMANA SANTA :) | MAINE GrandVotingParty| #VoteMaineFPP #KCA| #EXCITED LNG :),706332836085653506,706332836085653506,3459709452,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T03:02:43.000Z,Bukas na shet😍💗🎉🌹| #excited,706314037609439233,706314037609439233,705770004243812352,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-06T01:58:40.000Z,@someuser manila??? haahaha. #excited na ako!!! haahaha.,706132627850457088,706297917846396928,2570843016,#excited,165597457,"[{'type': 'replied_to', 'id': '706132627850457088'}]",
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-03-05T17:19:43.000Z,Encounter with Kung Fu Panda at SM North Edsa Imax 😊#happy  #excited  #KungFuPanda3 http://someurl,706167321224744961,706167321224744961,150965863,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-05T13:50:56.000Z,Tagkawayan Beach. #Excited http://someurl,706114778704424962,706114778704424962,87633720,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-05T13:35:16.000Z,Student teacher na si Chad hahahhahaha| | #excited,706110833835839488,706110833835839488,632616763,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-03-05T13:07:39.000Z,Manunuod kami ng UP vs. ADMU tomorrow!!!!! @someuser @someuser #Excited,706103885832695808,706103885832695808,528573824,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-05T10:49:57.000Z,@someuser ano po hashtag ng next game ng dlsu? 💚 #advance #excited,706068088932806656,706069231847104512,4885564879,#excited,2519254855,"[{'type': 'replied_to', 'id': '706068088932806656'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-03-05T09:04:02.000Z,Ito talaga pinakahihintay ko eh makalaban ang sariling section ng crush ko.| #excited for monday,706042578374791168,706042578374791168,702895052536676353,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-05T07:06:33.000Z,@someuser pano yan direk. Ok naba birthday wish ni @someuser ? Haha 😂🙏| #ALDUBMovie| #excited| #ALDUBMaineEvent,706013010838441984,706013010838441984,3314949540,#excited,38908587,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-05T03:44:28.000Z,Tutok na po tayo. Let´s celebrate her day!| | #ALDUBMaineEvent| #excited,705962154487250944,705962154487250944,3071623860,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-05T02:42:40.000Z,-BESTLINK talaga aku MAG-AARAL sa SENIOR HIGH SCHOOL.| #EXCITED,705946601009893376,705946601009893376,3756739092,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-05T02:15:10.000Z,tanong ko lng po kaasal po ba kayo aldub| | #excited http://someurl,705939683352530944,705939683352530944,703517880734736384,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-03-05T01:50:51.000Z,@someuser @someuser #Excited na ako. Ayain lahat ng may gusto! #IMAX po pls,705932483330596864,705933560385941505,100945926,#excited,68962363,"[{'type': 'replied_to', 'id': '705933180776230912'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-03-05T00:10:30.000Z,@someuser yohoo.mapapanood ko na naman si idoL| #excited,705646247252590592,705908306666127360,704089916192329728,#excited,3978134838,"[{'type': 'replied_to', 'id': '705646247252590592'}]",
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-04T22:01:45.000Z,maligo nko kay naa pa baya kuy adventure run hahaha #excited,705875907601375236,705875907601375236,354890535,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-04T16:51:53.000Z,Di ako mka tulog!! #excited http://someurl,705797924832215040,705797924832215040,4784039784,#excited,,"[{'type': 'quoted', 'id': '705791480313442304'}]",
tl,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-04T16:13:47.000Z,Tani makatulog ko dayon ba! #excited 😆🙏🏻🙏🏻,705788340126093312,705788340126093312,155542806,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-03-04T15:56:05.000Z,my party na naman sa school bukas ^_^ | #excited,705783884345057281,705783884345057281,591705373,#excited,,,
