source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,geo,search_query,in_reply_to_user_id,referenced_tweets,withheld
Twitter Web Client,792444774187954176,704377812023709696,everyone,792452894989713408,"@someuser We live in different times now - for mini soccer ages, parents wont let their kids down the park for a knockabout #Worried",2016-10-29T19:47:47.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,4815019821,"[{'type': 'replied_to', 'id': '792451331927711744'}]",
Twitter for Android,792437086322171904,320897125,everyone,792444156358619136,@someuser will you be able to SAVE US?? #worried *hint hint 😘,2016-10-29T19:13:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,101154562,"[{'type': 'replied_to', 'id': '792439162859204608'}]",
Twitter for iPhone,792444099508965378,565874315,everyone,792444099508965378,Its the worst feeling when @someuser is getting into a fight and I cant be there to help her! She better slay! 👊🏽💪🏽 #worried,2016-10-29T19:12:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",en,,#worried,,,
Twitter for Android,792432106534268928,402806696,everyone,792432106534268928,Please vote for @someuser #worried 😯 #strictly,2016-10-29T18:25:11.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,792431240976691200,402806696,everyone,792431240976691200,Donno if this was the dance for you #Anastacia and #Brendan 😯😯 #worried  #strictly,2016-10-29T18:21:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,792420450018160640,106740510,everyone,792420450018160640,#Inktober2016 day11 and 12.| A pigeon carrying a #message and a #worried cockatiel. http://someurl,2016-10-29T17:38:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792419004996386817,163594423,everyone,792419004996386817,Been listening to strictly autotune Kanye for like 2 weeks now #worried,2016-10-29T17:33:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792417809909293056,181786754,everyone,792417809909293056,"@someuser Hi SMC, Im registered to vote by mail and have received my voter notification card, but I havent received a ballot yet #worried",2016-10-29T17:28:22.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",en,,#worried,17002172,,
Twitter for Android,792416426367877120,3415801599,everyone,792416426367877120,"@someuser Duncan, Duncan, Duncan,Duncan, Duuuuunnncccaan, Duncan,Duncan, why you not tweet Duncan? Duncan, where are you? #worried",2016-10-29T17:22:53.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",in,,#worried,61717225,,
Twitter for Android,792391072571883520,1916885822,everyone,792409883333259265,@someuser glad ya still with us #worried,2016-10-29T16:56:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,243704888,"[{'type': 'replied_to', 'id': '792391072571883520'}]",
Tumblr,792407520400777220,65642237,everyone,792407520400777220,📷 averybody: #worried parents http://someurl,2016-10-29T16:47:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,792400775674822656,18143706,everyone,792400775674822656,#worried  about #pests #RATS  #destroying your #harvest? no #stress| http://someurl,2016-10-29T16:20:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '59b27337f38d658b'},#worried,,,
Twitter for iPhone,792399410634297344,2725595955,everyone,792399410634297344,"Distinct lack of goals & better chances a major concern, its not possible to keep asking us to keep clean sheets every week #THFC #worried",2016-10-29T16:15:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Tweetbot for iΟS,792390936101810176,15305919,everyone,792397532831834112,@someuser @someuser Table looking very dodgy to me... #worried,2016-10-29T16:07:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '3ddb10d62383799a'},#worried,516304987,"[{'type': 'replied_to', 'id': '792390936101810176'}]",
Twitter for Android,792168028486131713,73248926,everyone,792389541042778112,@someuser please let us know that you are ok #United #Worried,2016-10-29T15:36:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,499073990,"[{'type': 'replied_to', 'id': '792168028486131713'}]",
Twitter for Android,791813179001233408,787815396850171905,everyone,792385131411537920,"@someuser Bit worried, watched the first 20 minutes and everything seems... Nice. #worried",2016-10-29T15:18:31.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,331758882,"[{'type': 'replied_to', 'id': '791991052303470593'}]",
Twitter for Android,792369372815732737,1959141614,everyone,792369372815732737,"That feeling when you suddenly received a message saying someone is sick and is hospitalized. Get well, Ate Norlyn! #worried @someuser 😦",2016-10-29T14:15:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792362657403633664,251930591,everyone,792362657403633664,If a million people have seen my tweet do you think my landlord knows yet that I am slowly destroying his house? Lmk because #worried,2016-10-29T13:49:13.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 109, 'quote_count': 1}",en,,#worried,,,
Tumblr,792347135580729344,2983133634,everyone,792347135580729344,📷 I’m not #worried #inktober #inktober2016 #cfluxsing #art #illustration #ink http://someurl,2016-10-29T12:47:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792308794328018944,916522285,everyone,792330769045815296,@someuser my daughter just drew me a picture of a footballer for the game.wearing red and white stripes no.8.shes a bit spooky #worried,2016-10-29T11:42:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,110551391,"[{'type': 'replied_to', 'id': '792308794328018944'}]",
Twitter for iPad,792317230277165056,237399222,everyone,792317230277165056,Maybe you better check on him this AM to see if the sun came up! #worried #GoCubs http://someurl,2016-10-29T10:48:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792295563353923584,776307236880560129,everyone,792295563353923584,Whered you go 😭 #worried,2016-10-29T09:22:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792274564411777025,716657568232448002,everyone,792274564411777025,Dont mess this up Nintendo!! http://someurl #worried #nintendo #nintendoswitch,2016-10-29T07:59:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Tumblr,792244258006859776,24369335,everyone,792244258006859776,📷 #worried parents http://someurl,2016-10-29T05:58:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,792200785878585344,111740852,everyone,792200785878585344,It isnt the #weather we should be #worried about. #climatechange http://someurl,2016-10-29T03:06:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '792191731559198721'}]",
Twitter for Windows Phone,792176525672054784,4228239020,everyone,792176525672054784,"Please Yuzu I bought #GPFinal tickets to see you once in my life, dont play strange tricks I need you to be there 🙏 #worried #SCI2016",2016-10-29T01:29:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,792175372578070529,441219313,everyone,792175372578070529,When your friend doesnt answer you 😭 #yougood? #worried,2016-10-29T01:25:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,791395474506788864,77933505,everyone,792174376107900929,@someuser I DMed you again about our concern. Thanks. #worried,2016-10-29T01:21:03.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,1526439727,"[{'type': 'replied_to', 'id': '791552718607265792'}]",
Twitter for iPhone,792171665073418240,431756014,everyone,792171665073418240,"2 on, 1 out. #gocubsgo #FlyTheW #worried",2016-10-29T01:10:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792171153292873728,586350471,everyone,792171153292873728,Failure to use surplus real estate like...Kingsgate Mall to set a new path for fiscal sustainability. Opening door to sale? #worried| #bced http://someurl,2016-10-29T01:08:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '792139657123430405'}]",
Twitter for iPhone,792170712471523328,431756014,everyone,792170712471523328,Lindor is kryptonite tonight... #worried #WorldSeries #FlyTheW,2016-10-29T01:06:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792147203284434944,733541226,everyone,792147203284434944,"Thanks for telling us, we were #worried http://someurl",2016-10-28T23:33:05.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '792147065514188801'}]",
Twitter for iPhone,792142564790898688,502121544,everyone,792142564790898688,"Interesting to see what the future holds for #HRC ...Win or lose, at 69 it could be a sad ending for this human #Election2016 #worried",2016-10-28T23:14:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '71ce5137b842ec75'},#worried,,,
Twitter for iPhone,792131420135317505,963685428,everyone,792131420135317505,@someuser Number 7 isnt Taylor. We demand to know where she is. #worried,2016-10-28T22:30:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,120842648,,
Twitter Web Client,792122071950163968,861291152,everyone,792127043387420672,@someuser Hope youre right John. #Podesta demanding to know what #Comeys got so they can prepare a plausible (phony) defense. #Worried,2016-10-28T22:12:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,719359372,"[{'type': 'replied_to', 'id': '792122071950163968'}]",
Twitter Web Client,792126100109352960,66915511,everyone,792126100109352960,and apparently their forum and twitter hasnt been updated in a looooooooong time #worried #cowcow,2016-10-28T22:09:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,792125850439127040,66915511,everyone,792125850439127040,"Guys, has anyone sell their artwork on #cowcow? is it worth it? ive read all the site but the artists reviews kinda freaked me out #worried",2016-10-28T22:08:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792110975855931392,409361063,everyone,792110975855931392,"@someuser Just finished 32 of these at the dome today! Ottawa looked intense, the Flames... not so much! #worried http://someurl",2016-10-28T21:09:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,31517551,,
Facebook,792108187289657344,1149661771,everyone,792108187289657344,Pavor Carmen 😁| #Pavor #Wildnight #Wild #Riot #Worried #Hashtags lol 😂😁,2016-10-28T20:58:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Newsoneplace To Twitter,792107146909474816,3534222021,everyone,792107146909474816,(Mirror):#Manchester United legend Ryan Giggs admits he is #WORRIED by Liverpools title.. http://someurl http://someurl,2016-10-28T20:53:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Mobile Web (M2),792051993334386693,704031392586452993,everyone,792103070033403905,"@someuser why the long face Wolfie ol boy, has you idol fallen @someuser news network,Im sure by your polls next week shell still be up #worried",2016-10-28T20:37:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,759251,"[{'type': 'replied_to', 'id': '792054054901911552'}]",
Twitter for iPhone,792102443689603072,339998217,everyone,792102443689603072,#life is too #short to be #worried about the #NextPerson‼️,2016-10-28T20:35:13.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '7b93be1d864cedbb'},#worried,,,
Twitter for iPhone,792090265972539392,595648513,everyone,792090265972539392,We looked very disjointed 1st half #worried....cmon boys lets seem some passion 2nd half #glawsfamily,2016-10-28T19:46:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '4a6e045500e02fb2'},#worried,,,
Twitter for iPhone,792080395806380032,550415486,everyone,792080395806380032,@someuser Can Hillary survive this latest onslaught? #worried,2016-10-28T19:07:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,611585332,,
Twitter for iPhone,792078482960371713,576702985,everyone,792078482960371713,Marios not answering my calls #worried,2016-10-28T19:00:01.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '8e8013ea8726166e'},#worried,,,
Twitter for iPhone,792073272217116672,208106055,everyone,792073272217116672,Just saw a fella walk out of Lowes with a large axe. Halloween costume accessory or does he plan to do more? #worried,2016-10-28T18:39:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,792072721509122048,701499630,everyone,792072721509122048,I quite literally only bought the VIP for the screening. So Id better! But not getting an answer from @someuser #EWPopFest #worried,2016-10-28T18:37:07.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,792059177791139849,35268176,everyone,792059177791139849,Todays #Election2016 news is GROUND SHAKING... #worried #10daystogo,2016-10-28T17:43:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,792011823029579776,261353821,everyone,792042414785650688,@someuser Feeling the love :) - Right back at you guys. Have a great weekend. Im off to fix my 1TB hard drive :/ #worried,2016-10-28T16:36:41.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,2322375792,"[{'type': 'replied_to', 'id': '792011823029579776'}]",
Instagram,792000659709132800,18744038,everyone,792000659709132800,Im not #worried #inktober #inktober2016 #cfluxsing #art #illustration #ink http://someurl,2016-10-28T13:50:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791983481685479424,48774808,everyone,791983481685479424,Dr.Papa Kwesi Nduom is back for 2016 elections the game is on ........| | The thieves are more than #Worried | | @someuser | @someuser,2016-10-28T12:42:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
"Cheap Bots, Done Quick!",791983168165478400,725422018577977345,everyone,791983168165478400,sometimes I think Im just #worse as a person but then I remember twitter bots and Im #worried again,2016-10-28T12:41:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,791980143841579009,25263287,everyone,791980143841579009,Must be mad. Let my brother walk Jack round to the park. #nervous #worried #needtobond,2016-10-28T12:29:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,791975551284219905,322173509,everyone,791977037477113856,"@someuser @someuser #worried #concerned  from an STFC view,shame cant go but hoping for #1or3AwayPoints",2016-10-28T12:16:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,997962210,"[{'type': 'replied_to', 'id': '791975551284219905'}]",
Twitter Web Client,791965640969945088,778628468753981440,everyone,791965640969945088,IMG 2651 http://someurl via @someuser| | #Proposing this #holiday #season?  #Worried about the #costs of a #growing #family?,2016-10-28T11:31:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,791687044120604676,15755738,everyone,791962319601307648,@someuser @someuser Are you getting enough cake in the office? #Worried,2016-10-28T11:18:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,57006179,"[{'type': 'replied_to', 'id': '791953857353879552'}]",
Twitter for iPhone,791919361141321728,252030323,everyone,791925457117548544,@someuser @someuser too much people #worried #IslamabadLockdown,2016-10-28T08:51:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,127483019,"[{'type': 'replied_to', 'id': '791919361141321728'}]",
Twitter for iPhone,791916147364933632,1668711356,everyone,791916855707435008,@someuser Still not sure whether I got mine. #worried #nevermissedatoursincethe90s http://someurl,2016-10-28T08:17:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,386654472,"[{'type': 'replied_to', 'id': '791916147364933632'}]",
Twitter for iPhone,791900406343434240,236865978,everyone,791900406343434240,"Mr Bob was in Glasgow last night, so was Justin Bieber ..... coincidence?! 😂 #worried",2016-10-28T07:12:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '4efd6fc8c50fae33'},#worried,,,
IFTTT,791900225455685632,213008157,everyone,791900225455685632,#playmobil #santa these #rescuers need to speak to you. They were #worried you were #missing http://someurl,2016-10-28T07:11:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Facebook,791880056595361792,1389722112,everyone,791880056595361792,"#stressed and #worried.  My cat has hardly eaten anything since Tuesday, his appetite has been decreased prior to... http://someurl",2016-10-28T05:51:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791854043010334720,25973933,everyone,791854043010334720,@someuser I agree. Something sinister is incubating in the ANC leadership and #ICCWithdrawal vital to their desired outcome. #worried,2016-10-28T04:08:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,117102398,,
Hootsuite,791852188339429376,4740551364,everyone,791852188339429376,#Career: Laid Off and #Worried About #Money: What to Do Next? http://someurl #jobless #nojob #twitqva,2016-10-28T04:00:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Newsoneplace To Twitter,791817286009098240,3534222021,everyone,791817286009098240,(Herald Scotland):#Worried sister of missing mother-of-three urges her to make contact as concerns grow for.. http://someurl,2016-10-28T01:42:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791771940637831168,352123756,everyone,791792177600802816,@someuser What happened friend? Are you ok? #worried 🤕,2016-10-28T00:02:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,{'place_id': '52445186970bafb3'},#worried,503857946,"[{'type': 'replied_to', 'id': '791771940637831168'}]",
Twitter for iPhone,791784772695654400,49463139,everyone,791784772695654400,Is this real? #worried http://someurl,2016-10-27T23:32:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '3f7a925ec706ea48'},#worried,,,
Twitter Web Client,791779198931132417,372062890,everyone,791779198931132417,Be sure to check out #Instagram this month for all things #Inktober! http://someurl #Inktober2016 #Inktoberwatch #drawing #worried http://someurl,2016-10-27T23:10:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,791740491268251649,769533706591764480,everyone,791740491268251649,@someuser LS832 Sat 29/10/16 Any idea what time we will be picked up from Marsenses Mallorca? Know one knows here! #worried,2016-10-27T20:36:57.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,2831747803,,
Twitter Web Client,791739520664244224,726979187114807296,everyone,791739520664244224,Hes not playing WoW #worried,2016-10-27T20:33:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Hootsuite,791738933130301440,1099950277,everyone,791738933130301440,The worship wire! Ever feel #scared #nervous #worried about where the world is headed? Get #confidence! #IFeelFine http://someurl,2016-10-27T20:30:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,791738652271443968,69782388,everyone,791738652271443968,"At the Vet with Ted, no idea whats wrong with the little guy today.  #worried",2016-10-27T20:29:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Plume for Android,791709100937736192,154477444,everyone,791710094966845440,@someuser #worried Oh hell no.. ∗huge hugs∗,2016-10-27T18:36:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,2200520667,"[{'type': 'replied_to', 'id': '791709100937736192'}]",
Twitter for Android,791687180959772672,3102938074,everyone,791709420161998849,@someuser @someuser Sounds like she should be on an IV in hospital? Can you call your vet and ask advice maybe? #worried,2016-10-27T18:33:29.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,,#worried,2646223735,"[{'type': 'replied_to', 'id': '791687180959772672'}]",
Twitter Web Client,791709100937736192,2200520667,everyone,791709100937736192,Mum is in hospital. Maybe more pulmonary clots or maybe fluid around the heart. Waiting to hear more. Oh balls!  #worried,2016-10-27T18:32:13.000Z,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791705950088331264,790917582807195649,everyone,791705950088331264,Dally came and took us to dairy queen on the way back we saw the church in 🔥😵. #scared #worried,2016-10-27T18:19:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
DG social media,791696011429163008,1555034425,everyone,791696011429163008,#Blac #Chyna: Im #Worried #About What Rob #Kardashian Will Do to Our #Baby! - http://someurl http://someurl,2016-10-27T17:40:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
ceivyii,791693533786669056,2934196334,everyone,791693533786669056,#Blac #Chyna: Im #Worried About What Rob #Kardashian Will Do to Our #Baby! http://someurl http://someurl,2016-10-27T17:30:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web App,791673645345243136,97591057,everyone,791673645345243136,@someuser Important documents sent 1st class signed for Friday - not arrived yet. Is this usual? #worried,2016-10-27T16:11:20.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",en,,#worried,96965958,,
Facebook,791667117191860224,149828379,everyone,791667117191860224,"LORD,|  I cant say it in words.| Can you please just listen | through my heart.  :(| | #Worried :(",2016-10-27T15:45:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,791665602796683264,790973907708895234,everyone,791665602796683264,Took Bill Olivers pen and I dont know why. #Worried #whatdidijustdo,2016-10-27T15:39:22.000Z,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",en,,#worried,,,
Facebook,791664609275117568,724668822,everyone,791664609275117568,Everytime you hear breaking news that #alshabaab has attacked Kenya regions..casualties r always from Central | #worried,2016-10-27T15:35:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791659397730697216,632491571,everyone,791661677926383621,@someuser @someuser @someuser | 🙀WHEN IS YOUR BIRTHDAY???| DID I MISS IT?? Ill never forgive myself. #Worried| 💕Oliver,2016-10-27T15:23:47.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",en,,#worried,2464871957,"[{'type': 'replied_to', 'id': '791659397730697216'}]",
Twitter for Android,791634066579845121,1916885822,everyone,791634066579845121,Anyone seen my mate today @someuser last seen sulking on Monday went to the #citeeh game last night not been heard from since #worried,2016-10-27T13:34:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,791610417298731008,35643420,everyone,791610417298731008,See the HOPE today! #specialneeds #parents #learning #autism #downsyndrome #hope #worried #believe http://someurl,2016-10-27T12:00:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,791604246881841152,3030198494,everyone,791604246881841152,Excited for #Diwali2016 But havent decided my dress yet..! #worried #dontwait  😌,2016-10-27T11:35:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Facebook,791593503168012288,269180349,everyone,791593503168012288,youll be fine anak ko 😢😢 #stressed #worried #confused 😣 — feeling emotional,2016-10-27T10:52:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Java to Twitter,791576206994911232,4289485636,everyone,791576206994911232,(Las Vegas Sun) #Analysis: #Worried about angry people coming to polling places on Election Day carrying.. http://someurl,2016-10-27T09:44:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Tweet Jukebox,791519865597227008,56871717,everyone,791519865597227008,What feeling will your child draw? #sad #mad #happy #worried #excited #fall #Halloween http://someurl http://someurl,2016-10-27T06:00:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791501881935695872,791481911201890304,everyone,791501881935695872,Pretty sure weve found her. Everyones tired and I hope coming all this way was worth the risk. #worried,2016-10-27T04:48:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,791501242052644864,2368523641,everyone,791501242052644864,"I have had so much worry in my life, most of which never happened #worried #painting #life #quote http://someurl",2016-10-27T04:46:16.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,791499941315158016,2368523641,everyone,791499941315158016,"became worried about worrying, which was actually not worth the worry #quote #painting #life #worried http://someurl",2016-10-27T04:41:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791486570385682433,559928159,everyone,791486570385682433,Oh my god jaz trin Logan and I are all getting each other these personalized gifts and Im honestly so trash at that kind of stuff #Worried,2016-10-27T03:47:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,791486098811871236,461067893,everyone,791486098811871236,"Up at 4.20 am as daughter has to drive back to London from Dorset as she has work . Its dark , heavy fog & country lanes. #worried",2016-10-27T03:46:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '25d3e991f5637f5a'},#worried,,,
